BaseAccession,GeneSymbolAudit,ProteinNameAudit,ReviewedStatus,GeneSymbolAuditSource,AnnotationMappingSource,In_normal_tissue,In_cancer_tissue,In_cancer_cells,In_normal_cells,Region
A0A024R9N3,TMEM85,ER membrane protein complex subunit 4,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024R9T6,SLAIN2,"HCG17415, isoform CRA_a (SLAIN2 protein)",non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RA29,[no gene symbol in UniProt/source],Testicular tissue protein Li 162,non-reviewed,UniProt protein name only; no gene symbol in UniProt/source,UniProtKB Homo sapiens non-reviewed protein name only; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RA31,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RA32,C1GALT1,"Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Core 1 beta1,3-galactosyltransferase 1)",non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RA38,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RA52,PSMA2,Proteasome subunit alpha type,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A024RA75,[no gene symbol in UniProt/source],3-hydroxyisobutyrate dehydrogenase (HIBADH) (EC 1.1.1.31),non-reviewed,UniProt protein name only; no gene symbol in UniProt/source,UniProtKB Homo sapiens non-reviewed protein name only; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RAA7,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RAC5,RCC2,Protein RCC2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RAC6,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A024RAC7,[no gene symbol in UniProt/source],Multifunctional fusion protein [Includes: Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (L-glutamate gamma-semialdehyde dehydrogenase); L-glutamate gamma-semialdehyde dehydrogenase (EC 1.2.1.88)],non-reviewed,UniProt protein name only; no gene symbol in UniProt/source,UniProtKB Homo sapiens non-reviewed protein name only; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RAF2,[no gene symbol in UniProt/source],Acyl-CoA-binding protein,non-reviewed,UniProt protein name only; no gene symbol in UniProt/source,UniProtKB Homo sapiens non-reviewed protein name only; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RAG6,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RAW0,MED21,Mediator of RNA polymerase II transcription subunit 21,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RAZ8,SMUG1,Single-strand-selective monofunctional uracil-DNA glycosylase 1 isoform 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RB53,[no gene symbol in UniProt/source],Epididymis secretory sperm binding protein,non-reviewed,UniProt protein name only; no gene symbol in UniProt/source,UniProtKB Homo sapiens non-reviewed protein name only; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RBB5,CSRP2,Cysteine and glycine-rich protein 2 (Cysteine-rich protein 2),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RBC5,GNS,N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RBE8,SLC25A3,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein)",non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RBG1,NUDT4B,Diphosphoinositol polyphosphate phosphohydrolase NUDT4B (DIPP-2B) (EC 3.6.1.52) (Nucleoside diphosphate-linked moiety X motif 4B) (Nudix motif 4B) (Nudix hydrolase 4B),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
A0A024RBP0,RNF10,E3 ubiquitin-protein ligase RNF10 (EC 2.3.2.27) (RING finger protein 10),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RBT2,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A024RBW7,ASB9,"Ankyrin repeat and SOCS box-containing 9, isoform CRA_a (Testis tissue sperm-binding protein Li 57p)",non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RC16,CD99L2,CD99 antigen-like protein 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCJ8,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCL3,MICA,MHC class I polypeptide-related sequence A,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCM3,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCN4,ZSCAN26,Zinc finger and SCAN domain-containing protein 26 (Zinc finger protein 187),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCN6,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCN9,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCP3,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCP6,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCQ1,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCQ4,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCQ6,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCR2,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCR3,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCR6,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A024RCS3,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCS7,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCS9,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCT1,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCV5,[no gene symbol in UniProt/source],1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),non-reviewed,UniProt protein name only; no gene symbol in UniProt/source,UniProtKB Homo sapiens non-reviewed protein name only; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCW8,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RCX7,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RD04,MAPK13,Mitogen-activated protein kinase 13 (EC 2.7.11.24),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RD82,MUT,"Methylmalonyl-CoA mutase, mitochondrial (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)",non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RD84,TRAM2,Translocation associated membrane protein 2 isoform 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RDG5,HMFN0839,Testis secretory sperm-binding protein Li 213e,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RDL8,ASL,Argininosuccinate lyase (EC 4.3.2.1) (Arginosuccinase),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RDM6,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RDP2,RNF6,RING-type E3 ubiquitin transferase (EC 2.3.2.27),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RDT6,C13orf1,SPRY domain-containing protein 7,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RDV9,SPG20,Spartin,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A024RE09,TMCO3,"Testis tissue sperm-binding protein Li 36a (Transmembrane and coiled-coil domains 3, isoform CRA_a)",non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A068F658,GBA,Glucosylceramidase (EC 3.2.1.45),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A075B6F6,HM13,Histocompatibility minor 13,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A075B6F9,NOSIP,Nitric oxide synthase-interacting protein,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
A0A075B6H3,TMCO4,Transmembrane and coiled-coil domains 4,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
A0A075B6H4,KAT14,Cysteine-rich protein 2-binding protein (ADA2A-containing complex subunit 2) (CRP2-binding partner) (Lysine acetyltransferase 14),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A075B6H7,IGKV3-7,Probable non-functional immunoglobulin kappa variable 3-7,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A075B6I0,IGLV8-61,Immunoglobulin lambda variable 8-61,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
A0A075B6I9,IGLV7-46,Immunoglobulin lambda variable 7-46,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
A0A075B6J9,IGLV2-18,Immunoglobulin lambda variable 2-18,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,TRUE,normal_tissue_and_cancer_tissue_and_normal_cells_only
A0A075B6K4,IGLV3-10,Immunoglobulin lambda variable 3-10,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
A0A075B6K5,IGLV3-9,Immunoglobulin lambda variable 3-9,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A075B6P5,IGKV2-28,Immunoglobulin kappa variable 2-28,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
A0A075B6Q0,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A075B6Q2,FNBP1L,Formin binding protein 1 like,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A075B6Q5,IGHV3-64,Immunoglobulin heavy variable 3-64,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
A0A075B6R2,IGHV4-4,Immunoglobulin heavy variable 4-4,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A075B6R8,MPDZ,Multiple PDZ domain crumbs cell polarity complex component,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A075B6R9,IGKV2D-24,Probable non-functional immunoglobulin kappa variable 2D-24,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
A0A075B6S2,IGKV2D-29,Immunoglobulin kappa variable 2D-29,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
A0A075B6S5,IGKV1-27,Immunoglobulin kappa variable 1-27,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
A0A075B6S6,IGKV2D-30,Immunoglobulin kappa variable 2D-30,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A075B6S9,IGKV1-37,Probable non-functional immunoglobulin kappa variable 1-37,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A075B6T1,AMBRA1,Activating molecule in BECN1-regulated autophagy protein 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
A0A075B6T9,ZNF268,Zinc finger protein 268,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
A0A075B6X5,TRAV18,T cell receptor alpha variable 18,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
A0A075B716,RPS17,Small ribosomal subunit protein eS17 (40S ribosomal protein S17),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
